date,id,store_nbr,item_nbr,unit_sales,onpromotion,perishable,family,city,store_type,cluster,dcoilwtico,type,locale,locale_name,description,transferred,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,unit_sales_rolling_mean_7d,unit_sales_rolling_mean_14d,unit_sales_rolling_mean_30d
2014-03-21,20970807,24,638308,1.3862943611198906,0,0,2,0,3,1,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,1.1767827555162333,,
2014-03-12,20401041,27,577740,1.0986122886681098,0,0,2,3,3,1,98.29,-1,-1,-1,-1,-1,2014,3,12,2,71,11,1,0,,,
2014-03-28,21424731,28,979195,2.0794415416798357,0,0,0,0,2,10,101.73,-1,-1,-1,-1,-1,2014,3,28,4,87,13,1,0,1.7486225890709604,2.0197721275296097,
2014-01-08,16779709,51,567787,1.0986122886681098,0,0,2,0,0,17,91.9,-1,-1,-1,-1,-1,2014,1,8,2,8,2,1,0,1.4089522225736961,,
2014-01-14,17135210,26,1159413,1.0986122886681098,0,0,2,0,3,10,92.15,-1,-1,-1,-1,-1,2014,1,14,1,14,3,1,0,2.1160394500391932,,
2014-02-10,18743680,27,1146800,1.6094379124341003,0,0,2,3,3,1,100.12,-1,-1,-1,-1,-1,2014,2,10,0,41,7,1,0,1.4408298727614404,,
2014-03-02,19759308,30,264751,0.6931471805599453,0,0,0,0,1,3,,0,0,0,0,0,2014,3,2,6,61,9,1,1,1.1228835796388807,,
2014-03-26,21328994,51,759697,2.4849066497880004,0,0,1,0,0,17,100.61,-1,-1,-1,-1,-1,2014,3,26,2,85,13,1,0,2.927798084559027,,
2014-01-21,17595684,34,592942,1.6094379124341003,0,0,2,0,4,6,94.51,-1,-1,-1,-1,-1,2014,1,21,1,21,4,1,0,1.2589776333595992,,
2014-03-04,19881276,24,1463866,4.110873864173311,0,0,1,0,3,1,103.64,0,1,1,1,0,2014,3,4,1,63,10,1,0,3.985324483310604,,
2014-01-27,17970623,24,305341,0.6931471805599453,0,0,2,0,3,1,95.82,-1,-1,-1,-1,-1,2014,1,27,0,27,5,1,0,1.122883579638881,,
2014-01-16,17258961,24,1161557,1.791759469228055,0,0,1,0,3,1,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,,,
2014-01-07,16686327,27,559870,4.356708826689592,0,0,2,3,3,1,93.31,-1,-1,-1,-1,-1,2014,1,7,1,7,2,1,0,3.5376180458647366,,
2014-01-18,17396477,32,573832,1.9459101490553132,0,0,2,0,1,3,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,1.5508453330037366,,
2014-01-18,17424564,51,510054,3.044522437723423,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,2.303041505979263,,
2014-01-09,16812363,27,1036689,1.9459101490553132,0,0,2,3,3,1,91.36,-1,-1,-1,-1,-1,2014,1,9,3,9,2,1,0,2.568431844243944,,
2014-01-31,18230985,35,314384,0.6931471805599453,0,0,2,2,1,3,97.55,-1,-1,-1,-1,-1,2014,1,31,4,31,5,1,0,1.7228414479074416,,
2014-03-02,19756666,27,564272,2.0794415416798357,0,0,2,3,3,1,,0,0,0,0,0,2014,3,2,6,61,9,1,1,1.7738545227394342,,
2014-02-09,18718096,51,1222575,1.0986122886681098,0,0,0,0,0,17,,-1,-1,-1,-1,-1,2014,2,9,6,40,6,1,1,,,
2014-03-11,20338797,27,668752,1.9459101490553132,0,0,0,3,3,1,100.29,-1,-1,-1,-1,-1,2014,3,11,1,70,11,1,0,2.1303602236093444,,
2014-03-28,21454703,51,1463625,2.4849066497880004,0,0,1,0,0,17,101.73,-1,-1,-1,-1,-1,2014,3,28,4,87,13,1,0,2.188283810481939,,
2014-03-02,19752268,24,322094,0.6931471805599453,0,0,0,0,3,1,,0,0,0,0,0,2014,3,2,6,61,9,1,1,1.3898763093416215,,
2014-03-30,21556054,26,890375,1.0986122886681098,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,3,30,6,89,13,1,1,0.949112819021096,,
2014-01-18,17386902,24,362035,2.5649493574615367,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,1.7075251501492776,,
2014-03-15,20622062,51,457688,2.0794415416798357,0,0,0,0,0,17,,-1,-1,-1,-1,-1,2014,3,15,5,74,11,1,1,1.5468209220084943,,
2014-03-16,20659240,28,1464238,4.454347296253507,0,0,1,0,2,10,,-1,-1,-1,-1,-1,2014,3,16,6,75,11,1,1,3.9973725933729187,,
2014-01-11,16941940,28,1066901,3.091042453358316,0,0,1,0,2,10,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,1.9814283918926205,,
2014-03-04,19887161,30,608035,2.0794415416798357,0,0,0,0,1,3,103.64,0,1,1,1,0,2014,3,4,1,63,10,1,0,1.2589776333595992,,
2014-02-07,18588591,26,843607,1.3862943611198906,0,0,2,0,3,10,99.98,-1,-1,-1,-1,-1,2014,2,7,4,38,6,1,0,,,
2014-03-01,19685073,24,564274,2.995732273553991,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,3,1,5,60,9,1,1,1.9631664816769228,1.9652200111973503,
2014-02-11,18815746,51,658608,1.3862943611198906,0,0,0,0,0,17,99.96,-1,-1,-1,-1,-1,2014,2,11,1,42,7,1,0,1.5021415348650804,,
2014-03-05,19958064,36,361502,1.9459101490553132,0,0,2,1,2,10,101.75,-1,-1,-1,-1,-1,2014,3,5,2,64,10,1,0,0.965938966972008,,
2014-03-12,20397404,24,802831,1.3862943611198906,0,0,2,0,3,1,98.29,-1,-1,-1,-1,-1,2014,3,12,2,71,11,1,0,,,
2014-03-29,21490882,28,575863,2.302585092994046,0,0,2,0,2,10,,-1,-1,-1,-1,-1,2014,3,29,5,88,13,1,1,1.7657135325432043,,
2014-02-21,19285699,28,329070,1.0986122886681098,0,0,2,0,2,10,102.53,-1,-1,-1,-1,-1,2014,2,21,4,52,8,1,0,1.1287152931417743,,
2014-03-18,20788721,30,1109325,1.6094379124341003,0,0,1,0,1,3,100.08,-1,-1,-1,-1,-1,2014,3,18,1,77,12,1,0,2.399652709845289,,
2014-03-31,21633057,36,414620,2.302585092994046,0,0,2,1,2,10,101.57,-1,-1,-1,-1,-1,2014,3,31,0,90,14,1,0,1.6550617365367108,,
2014-01-20,17533758,35,1464035,0.6931471805599453,0,0,1,2,1,3,93.96,-1,-1,-1,-1,-1,2014,1,20,0,20,4,1,0,,,
2014-02-15,18994050,34,222975,1.791759469228055,0,0,2,0,4,6,,-1,-1,-1,-1,-1,2014,2,15,5,46,7,1,1,1.8844223098385628,,
2014-03-06,20019197,32,564110,2.0794415416798357,0,0,2,0,1,3,101.82,-1,-1,-1,-1,-1,2014,3,6,3,65,10,1,0,1.7877350582328126,,
2014-02-18,19144440,32,949053,0.6931471805599453,0,0,2,0,1,3,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,,,
2014-02-09,18693784,28,1047394,2.772588722239781,0,0,0,0,2,10,,-1,-1,-1,-1,-1,2014,2,9,6,40,6,1,1,2.0847981356156464,,
2014-03-27,21365451,32,1053943,1.0986122886681098,0,0,2,0,1,3,101.25,-1,-1,-1,-1,-1,2014,3,27,3,86,13,1,0,,,
2014-03-31,21655872,51,874990,1.0986122886681098,0,0,0,0,0,17,101.57,-1,-1,-1,-1,-1,2014,3,31,0,90,14,1,0,,,
2014-01-19,17459233,27,456870,0.6931471805599453,0,0,2,3,3,1,,-1,-1,-1,-1,-1,2014,1,19,6,19,3,1,1,1.7958760484290426,,
2014-03-19,20856795,35,839363,1.9459101490553132,0,0,1,2,1,3,100.71,-1,-1,-1,-1,-1,2014,3,19,2,78,12,1,0,2.1790640217480006,2.390770569440739,
2014-01-26,17910993,28,1009998,1.3862943611198906,0,0,0,0,2,10,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,1.0220879081305232,,
2014-02-04,18446346,34,828204,1.6094379124341003,0,0,2,0,4,6,97.24,-1,-1,-1,-1,-1,2014,2,4,1,35,6,1,0,1.7969548469667516,,
2014-01-27,17973218,26,258396,1.0986122886681098,0,0,2,0,3,10,95.82,-1,-1,-1,-1,-1,2014,1,27,0,27,5,1,0,1.638871924349996,,
2014-03-06,20016187,28,1076065,1.9459101490553132,0,0,2,0,2,10,101.82,-1,-1,-1,-1,-1,2014,3,6,3,65,10,1,0,1.61617918140588,1.6683854320160794,
2014-02-10,18749517,36,115267,1.3862943611198906,0,0,0,1,2,10,100.12,-1,-1,-1,-1,-1,2014,2,10,0,41,7,1,0,1.7448629735970502,,
2014-02-03,18390523,27,1089045,1.3862943611198906,0,0,0,3,3,1,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,,,
2014-03-28,21430784,35,848765,1.791759469228055,0,0,2,2,1,3,101.73,-1,-1,-1,-1,-1,2014,3,28,4,87,13,1,0,1.253782255620903,1.368742106509053,
2014-02-19,19195565,36,511397,0.6931471805599453,0,0,2,1,2,10,103.46,-1,-1,-1,-1,-1,2014,2,19,2,50,8,1,0,1.045884079534211,,
2014-02-04,18437530,24,305229,3.912023005428146,0,0,2,0,3,1,97.24,-1,-1,-1,-1,-1,2014,2,4,1,35,6,1,0,3.3334415307325536,,
2014-03-21,20981476,34,830624,2.0794415416798357,0,0,0,0,4,6,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,2.1365650757477597,,
2014-03-01,19698744,35,793341,0.6931471805599453,0,0,0,2,1,3,,-1,-1,-1,-1,-1,2014,3,1,5,60,9,1,1,,,
2014-03-20,20913631,28,1463603,1.0986122886681098,0,0,1,0,2,10,99.68,-1,-1,-1,-1,-1,2014,3,20,3,79,12,1,0,1.572866858693345,,
2014-03-06,20024193,36,1463814,3.367295829986474,0,0,1,1,2,10,101.82,-1,-1,-1,-1,-1,2014,3,6,3,65,10,1,0,3.2640741631085057,,
2014-02-21,19308442,51,850334,1.791759469228055,0,0,2,0,0,17,102.53,-1,-1,-1,-1,-1,2014,2,21,4,52,8,1,0,1.4349981592585466,1.4274724081401307,
2014-02-11,18792167,27,414621,2.0794415416798357,0,0,2,3,3,1,99.96,-1,-1,-1,-1,-1,2014,2,11,1,42,7,1,0,1.8717045817902582,,
2014-03-06,20019707,32,1463823,0.6931471805599453,0,0,1,0,1,3,101.82,-1,-1,-1,-1,-1,2014,3,6,3,65,10,1,0,,,
2014-02-20,19242526,34,1047753,2.5649493574615367,0,0,1,0,4,6,103.2,-1,-1,-1,-1,-1,2014,2,20,3,51,8,1,0,1.6785336010068934,,
2014-02-18,19138190,24,828204,1.791759469228055,0,0,2,0,3,1,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,2.231155895117702,2.1882494615649857,
2014-02-03,18389172,26,700607,1.0986122886681098,0,0,2,0,3,10,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,1.2948796945425858,,
2014-01-28,18066699,51,164647,0.6931471805599453,0,0,0,0,0,17,97.49,-1,-1,-1,-1,-1,2014,1,28,1,28,5,1,0,1.483701957397203,1.470360821172679,
2014-01-17,17332213,34,1105299,0.6931471805599453,0,0,2,0,4,6,93.96,-1,-1,-1,-1,-1,2014,1,17,4,17,3,1,0,,,
2014-02-14,18937177,26,467808,0.6931471805599453,0,0,0,0,3,10,100.31,-1,-1,-1,-1,-1,2014,2,14,4,45,7,1,0,1.4199466570217145,,
2014-02-06,18539764,26,1124164,0.6931471805599453,0,0,1,0,3,10,97.84,-1,-1,-1,-1,-1,2014,2,6,3,37,6,1,0,1.4154111286910602,,
2014-03-11,20347157,36,358096,0.6931471805599453,0,0,2,1,2,10,100.29,-1,-1,-1,-1,-1,2014,3,11,1,70,11,1,0,1.1848642343002898,1.1529865841125453,
2014-03-16,20689609,51,801217,3.828641396489095,0,0,0,0,0,17,,-1,-1,-1,-1,-1,2014,3,16,6,75,11,1,1,2.77251895925916,2.8306530452562373,
2014-03-30,21565550,35,564110,1.6094379124341003,0,0,2,2,1,3,,-1,-1,-1,-1,-1,2014,3,30,6,89,13,1,1,1.0128681193965845,1.1668968753120106,
2014-03-17,20729928,34,1173853,2.302585092994046,0,0,2,0,4,6,98.43,-1,-1,-1,-1,-1,2014,3,17,0,76,12,1,0,1.7863679938019341,,
2014-01-25,17846606,32,510054,1.791759469228055,0,0,2,0,1,3,,-1,-1,-1,-1,-1,2014,1,25,5,25,4,1,1,1.9597311731365177,,
2014-02-11,18797181,34,269029,0.6931471805599453,0,0,1,0,4,6,99.96,-1,-1,-1,-1,-1,2014,2,11,1,42,7,1,0,1.335977133464269,,
2014-02-16,19046854,34,819934,2.5649493574615367,0,0,1,0,4,6,,-1,-1,-1,-1,-1,2014,2,16,6,47,7,1,1,,,
2014-02-19,19188746,27,115267,1.6094379124341003,0,0,0,3,3,1,103.46,-1,-1,-1,-1,-1,2014,2,19,2,50,8,1,0,1.335977133464269,,
2014-02-02,18339158,28,1109325,4.955827057601261,0,0,1,0,2,10,,-1,-1,-1,-1,-1,2014,2,2,6,33,5,1,1,2.319325272225831,,
2014-02-05,18497282,36,318787,1.9459101490553132,0,0,2,1,2,10,97.4,-1,-1,-1,-1,-1,2014,2,5,2,36,6,1,0,,,
2014-03-09,20206719,24,246052,1.6094379124341003,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,3,9,6,68,10,1,1,,,
2014-02-09,18694667,30,1047756,1.6094379124341003,0,0,1,0,1,3,,-1,-1,-1,-1,-1,2014,2,9,6,40,6,1,1,1.0220879081305232,,
2014-03-16,20663817,34,329364,1.3862943611198906,0,0,2,0,4,6,,-1,-1,-1,-1,-1,2014,3,16,6,75,11,1,1,1.2178801944379163,,
2014-03-02,19789003,51,1178697,0.6931471805599453,0,0,0,0,0,17,,0,0,0,0,0,2014,3,2,6,61,9,1,1,0.8669179411777301,,
2014-01-06,16631353,35,1079215,1.0986122886681098,0,0,0,2,1,3,93.12,-1,-1,-1,-1,-1,2014,1,6,0,6,2,1,0,0.8669179411777301,,
2014-03-21,21006478,51,1464038,2.4849066497880004,0,0,1,0,0,17,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,2.725505797927219,,
2014-01-17,17321059,24,115891,1.0986122886681098,0,0,2,0,3,1,93.96,-1,-1,-1,-1,-1,2014,1,17,4,17,3,1,0,1.5508453330037366,1.5123455829514019,
2014-02-23,19410807,51,1102975,1.3862943611198906,0,0,1,0,0,17,,-1,-1,-1,-1,-1,2014,2,23,6,54,8,1,1,1.444589488235351,1.4351839293799795,
2014-01-16,17264847,30,1057491,1.0986122886681098,0,0,0,0,1,3,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,,,
2014-03-12,20409765,36,1083517,0.6931471805599453,0,0,2,1,2,10,98.29,-1,-1,-1,-1,-1,2014,3,12,2,71,11,1,0,,,
2014-03-25,21238251,30,724498,0.6931471805599453,0,0,2,0,1,3,99.66,-1,-1,-1,-1,-1,2014,3,25,1,84,13,1,0,1.6179887086102702,1.6385374280711118,
2014-01-21,17597283,35,1464239,1.9459101490553132,0,0,1,2,1,3,94.51,-1,-1,-1,-1,-1,2014,1,21,1,21,4,1,0,,,
2014-01-26,17918231,36,305237,2.0794415416798357,0,0,2,1,2,10,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,2.112469853636512,,
2014-03-21,20977224,30,562568,0.6931471805599453,0,0,2,0,1,3,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,0.965938966972008,,
2014-01-12,17005855,26,320682,2.5649493574615367,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,1,12,6,12,2,1,1,2.3580789918064977,2.08184724951637,
2014-01-25,17875230,51,1178691,2.772588722239781,0,0,0,0,0,17,,-1,-1,-1,-1,-1,2014,1,25,5,25,4,1,1,1.7257870603649754,,
2014-02-03,18387073,24,577745,1.6094379124341003,0,0,2,0,3,1,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,1.8068109714648872,,
2014-03-29,21498474,36,115720,1.0986122886681098,0,0,2,1,2,10,,-1,-1,-1,-1,-1,2014,3,29,5,88,13,1,1,1.792930435971509,,
2014-01-11,16942316,28,1463810,3.9512437185814275,0,0,1,0,2,10,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,,,
2014-03-17,20725434,30,886396,0.6931471805599453,0,0,2,0,1,3,98.43,-1,-1,-1,-1,-1,2014,3,17,0,76,12,1,0,1.023862553844603,,
2014-02-15,19014708,51,1047774,2.302585092994046,0,0,1,0,0,17,,-1,-1,-1,-1,-1,2014,2,15,5,46,7,1,1,2.2176411911759915,2.155081607772267,
2014-03-21,20982106,34,1464073,1.9459101490553132,0,0,1,0,4,6,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,0.9248415280503249,,
2014-01-02,16364243,34,749421,3.4339872044851463,0,0,2,0,4,6,95.14,-1,-1,-1,-1,-1,2014,1,2,3,2,1,1,0,3.0690075107029444,3.1286174414933003,
2014-03-02,19752142,24,207857,2.3978952727983707,0,0,2,0,3,1,,0,0,0,0,0,2014,3,2,6,61,9,1,1,2.715981373540412,,
2014-01-04,16523384,51,564533,3.6109179126442243,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,1,4,5,4,1,1,1,3.018235468454762,,
2014-03-02,19758922,28,1345071,1.3862943611198906,0,0,2,0,2,10,,0,0,0,0,0,2014,3,2,6,61,9,1,1,1.007036405893691,,
2014-01-06,16623387,27,418235,2.5649493574615367,0,0,1,3,3,1,93.12,-1,-1,-1,-1,-1,2014,1,6,0,6,2,1,0,3.0590440151791927,,
2014-03-05,19955789,34,207857,1.3862943611198906,0,0,2,0,4,6,101.75,-1,-1,-1,-1,-1,2014,3,5,2,64,10,1,0,1.483701957397203,,
2014-01-16,17268325,34,165553,1.6094379124341003,0,0,1,0,4,6,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,,,
2014-01-10,16870650,24,830624,1.0986122886681098,0,0,0,0,3,1,92.39,-1,-1,-1,-1,-1,2014,1,10,4,10,2,1,0,1.476467138423095,,
2014-03-27,21367381,34,915980,1.0986122886681098,0,0,1,0,4,6,101.25,-1,-1,-1,-1,-1,2014,3,27,3,86,13,1,0,,,
2014-01-27,17971014,24,716245,0.6931471805599453,0,0,0,0,3,1,95.82,-1,-1,-1,-1,-1,2014,1,27,0,27,5,1,0,0.8089943543051351,,
2014-01-04,16499112,35,1464239,2.1972245773362196,0,0,1,2,1,3,,-1,-1,-1,-1,-1,2014,1,4,5,4,1,1,1,,,
2014-01-26,17910975,28,979199,0.6931471805599453,0,0,0,0,2,10,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,1.5050871473226142,,
2014-01-27,17982160,35,641042,1.6094379124341003,0,0,2,2,1,3,95.82,-1,-1,-1,-1,-1,2014,1,27,0,27,5,1,0,,,
2014-01-11,16973399,51,1146784,0.6931471805599453,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,,,
2014-02-23,19387346,28,949296,2.302585092994046,0,0,0,0,2,10,,-1,-1,-1,-1,-1,2014,2,23,6,54,8,1,1,1.6528119712555482,,
2014-03-12,20397861,24,1168717,1.0986122886681098,0,0,2,0,3,1,98.29,-1,-1,-1,-1,-1,2014,3,12,2,71,11,1,0,1.09683764295403,,
2014-03-23,21107862,27,959502,2.5649493574615367,0,0,0,3,3,1,,-1,-1,-1,-1,-1,2014,3,23,6,82,12,1,1,2.151582322798364,,
2014-03-28,21431872,36,1018617,0.6931471805599453,0,0,2,1,2,10,101.73,-1,-1,-1,-1,-1,2014,3,28,4,87,13,1,0,,,
2014-03-20,20916322,32,843585,0.6931471805599453,0,0,2,0,1,3,99.68,-1,-1,-1,-1,-1,2014,3,20,3,79,12,1,0,,,
2014-02-06,18540940,28,115267,1.6094379124341003,0,0,0,0,2,10,97.84,-1,-1,-1,-1,-1,2014,2,6,3,37,6,1,0,1.3990960980755602,,
2014-02-18,19163656,51,108862,0.6931471805599453,0,0,2,0,0,17,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,1.5768912696885873,,
2014-02-07,18590573,28,949298,2.302585092994046,0,0,0,0,2,10,99.98,-1,-1,-1,-1,-1,2014,2,7,4,38,6,1,0,2.155998579010994,,
2014-01-05,16554551,24,1047755,2.302585092994046,0,0,1,0,3,1,,-1,-1,-1,-1,-1,2014,1,5,6,5,1,1,1,2.3048617128938105,2.377153269787798,
2014-01-15,17229595,51,765518,0.6931471805599453,0,0,2,0,0,17,93.78,-1,-1,-1,-1,-1,2014,1,15,2,15,3,1,0,1.2439261311227672,1.1460299879690705,
2014-03-03,19851721,51,1176560,1.3862943611198906,0,0,2,0,0,17,105.34,0,1,1,1,0,2014,3,3,0,62,10,1,0,0.8669179411777301,,
2014-02-24,19442722,36,716250,1.0986122886681098,0,0,1,1,2,10,103.17,-1,-1,-1,-1,-1,2014,2,24,0,55,9,1,0,1.32675734473033,,
2014-01-28,18037922,27,1463808,1.6094379124341003,0,0,1,3,3,1,97.49,-1,-1,-1,-1,-1,2014,1,28,1,28,5,1,0,1.4419681827113227,,
2014-01-20,17532192,34,575675,1.3862943611198906,0,0,2,0,4,6,93.96,-1,-1,-1,-1,-1,2014,1,20,0,20,4,1,0,1.3117058424934978,1.3238414879788836,
2014-03-13,20469039,34,265257,3.091042453358316,0,0,2,0,4,6,98.57,-1,-1,-1,-1,-1,2014,3,13,3,72,11,1,0,2.502221867517701,,
2014-02-18,19138396,24,1037846,2.0794415416798357,0,0,2,0,3,1,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,1.3267573447303302,,
2014-03-17,20731501,36,622958,1.6094379124341003,0,0,2,1,2,10,98.43,-1,-1,-1,-1,-1,2014,3,17,0,76,12,1,0,1.5384151362909324,1.4951197217501957,
2014-03-27,21359619,26,467808,2.0794415416798357,0,0,0,0,3,10,101.25,-1,-1,-1,-1,-1,2014,3,27,3,86,13,1,0,1.2050784574822466,,
2014-01-19,17492011,51,360703,1.791759469228055,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,1,19,6,19,3,1,1,2.2249166003316074,,
2014-01-18,17389919,26,464334,1.6094379124341003,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,1.0389140560814352,,
2014-02-08,18642846,30,1066900,1.791759469228055,0,0,1,0,1,3,,-1,-1,-1,-1,-1,2014,2,8,5,39,6,1,1,,,
2014-03-18,20784556,26,372480,0.6931471805599453,0,0,2,0,3,10,100.08,-1,-1,-1,-1,-1,2014,3,18,1,77,12,1,0,,,
2014-02-20,19237531,27,1089046,0.6931471805599453,0,0,0,3,3,1,103.2,-1,-1,-1,-1,-1,2014,2,20,3,51,8,1,0,2.1806087534310588,,
2014-02-28,19636227,35,805321,1.3862943611198906,0,0,2,2,1,3,102.88,-1,-1,-1,-1,-1,2014,2,28,4,59,9,1,0,,,
2014-01-30,18167815,35,329070,0.6931471805599453,0,0,2,2,1,3,98.25,-1,-1,-1,-1,-1,2014,1,30,3,30,5,1,0,,,
2014-02-12,18844689,32,621300,1.3862943611198906,0,0,2,0,1,3,100.38,-1,-1,-1,-1,-1,2014,2,12,2,43,7,1,0,1.990972487560065,2.1653287315495766,
2014-03-27,21390268,51,360703,1.791759469228055,0,0,2,0,0,17,101.25,-1,-1,-1,-1,-1,2014,3,27,3,86,13,1,0,2.1838191614099243,,
2014-03-07,20080956,28,1464208,1.3862943611198906,0,0,1,0,2,10,102.82,-1,-1,-1,-1,-1,2014,3,7,4,66,10,1,0,,,
2014-03-04,19892459,35,1156722,0.6931471805599453,0,0,2,2,1,3,103.64,0,1,1,1,0,2014,3,4,1,63,10,1,0,,,
2014-01-15,17201818,30,1079220,0.6931471805599453,0,0,0,0,1,3,93.78,-1,-1,-1,-1,-1,2014,1,15,2,15,3,1,0,0.8500917932268182,,
2014-01-03,16432336,36,1036689,3.4339872044851463,0,0,2,1,2,10,93.66,-1,-1,-1,-1,-1,2014,1,3,4,3,1,1,0,1.981752698826126,2.069045080643207,
2014-02-01,18283385,27,563966,1.3862943611198906,0,0,1,3,3,1,,-1,-1,-1,-1,-1,2014,2,1,5,32,5,1,1,1.7877350582328124,,
2014-02-19,19211874,51,108079,0.6931471805599453,0,0,2,0,0,17,103.46,-1,-1,-1,-1,-1,2014,2,19,2,50,8,1,0,,,
2014-01-02,16358103,27,1464153,0.6931471805599453,0,0,1,3,3,1,95.14,-1,-1,-1,-1,-1,2014,1,2,3,2,1,1,0,,,
2014-01-23,17718519,32,1104725,0.6931471805599453,0,0,1,0,1,3,97.23,-1,-1,-1,-1,-1,2014,1,23,3,23,4,1,0,0.9080153800994131,,
2014-02-14,18935706,24,1114924,1.0986122886681098,0,0,1,0,3,1,100.31,-1,-1,-1,-1,-1,2014,2,14,4,45,7,1,0,1.342947156917045,,
2014-02-17,19088824,24,210798,1.6094379124341003,0,0,2,0,3,1,100.31,-1,-1,-1,-1,-1,2014,2,17,0,48,8,1,0,,,
2014-02-09,18717233,51,414305,3.713572066704308,0,0,1,0,0,17,,-1,-1,-1,-1,-1,2014,2,9,6,40,6,1,1,2.3678157204407198,,
2014-01-25,17851234,36,932281,0.6931471805599453,0,0,0,1,2,10,,-1,-1,-1,-1,-1,2014,1,25,5,25,4,1,1,,,
2014-02-14,18961363,51,740728,1.9459101490553132,0,0,2,0,0,17,100.31,-1,-1,-1,-1,-1,2014,2,14,4,45,7,1,0,1.4518243072094585,,
2014-03-10,20276527,27,852110,1.3862943611198906,0,0,0,3,3,1,101.39,-1,-1,-1,-1,-1,2014,3,10,0,69,11,1,0,1.943541360949803,,
2014-02-23,19386601,28,105576,3.332204510175204,0,0,2,0,2,10,,-1,-1,-1,-1,-1,2014,2,23,6,54,8,1,1,2.4640212093515355,,
2014-01-11,16935522,24,226126,1.791759469228055,0,0,0,0,3,1,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,1.1547612298266252,,
2014-02-03,18391695,28,1163577,1.9459101490553132,0,0,1,0,2,10,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,,,
2014-03-11,20337482,26,265254,2.70805020110221,0,0,2,0,3,10,100.29,-1,-1,-1,-1,-1,2014,3,11,1,70,11,1,0,2.3992531325516917,2.1925151211865304,
2014-01-14,17136194,27,956013,0.6931471805599453,0,0,2,3,3,1,92.15,-1,-1,-1,-1,-1,2014,1,14,1,14,3,1,0,1.6634820987700607,1.5941407475444735,
2014-03-09,20220667,36,1105211,1.6094379124341003,0,0,2,1,2,10,,-1,-1,-1,-1,-1,2014,3,9,6,68,10,1,1,1.6206100141342983,,
2014-03-10,20306740,51,804932,2.1972245773362196,0,0,1,0,0,17,101.39,-1,-1,-1,-1,-1,2014,3,10,0,69,11,1,0,2.414304634788524,2.2414564791087277,
2014-01-15,17208030,36,1157561,0.6931471805599453,0,0,2,1,2,10,93.78,-1,-1,-1,-1,-1,2014,1,15,2,15,3,1,0,1.9784494963374326,,
2014-01-26,17907666,26,467887,1.791759469228055,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,1.345475667931245,,
2014-03-06,20022733,35,1091369,2.3978952727983707,0,0,2,2,1,3,101.82,-1,-1,-1,-1,-1,2014,3,6,3,65,10,1,0,1.236956107669991,1.3863749692184477,
2014-03-02,19765648,36,105693,1.6094379124341003,0,0,2,1,2,10,,0,0,0,0,0,2014,3,2,6,61,9,1,1,,,
2014-01-29,18128580,51,319272,1.0986122886681098,0,0,1,0,0,17,97.34,-1,-1,-1,-1,-1,2014,1,29,2,29,5,1,0,1.3429471569170448,,
2014-02-27,19584465,32,875604,1.0986122886681098,0,0,2,0,1,3,102.68,-1,-1,-1,-1,-1,2014,2,27,3,58,9,1,0,,,
